station_id,mapped_dong_code,mapped_dong_name,station_name,주소,latitude,longitude,total_return_count,return_7_10_count,return_11_14_count,return_17_20_count,dominant_ratio,district_hypothesis,life_pop_7_10_mean,life_pop_11_14_mean,life_pop_17_20_mean,arrival_7_10_ratio,arrival_11_14_ratio,arrival_17_20_ratio,morning_net_inflow,evening_net_inflow,subway_distance_m,bus_stop_count_300m,cluster,대여소명,주소_env,station_lat,station_lon,station_elevation_m,nearest_subway_name,nearest_subway_distance_m,subway_elevation_m,elevation_diff_nearest_subway_m,nearest_bus_stop_name,nearest_bus_stop_distance_m,bus_elevation_m,elevation_diff_nearest_bus_stop_m,nearest_park_name,nearest_park_distance_m,nearest_park_area_sqm,park_elevation_m,elevation_diff_nearest_park_m,distance_naturepark_m,inside_naturepark,distance_river_boundary_m
2342,11680740,일원2동(현 개포3동), 대청역 1번출구 뒤,서울특별시 강남구 개포로 623,37.49400711,127.07951355,27933,6476,4684,7848,0.2809580066587906,주거지구 후보,18222.67470047879,16404.544954240766,16417.981814261286,0.2318404754233344,0.1676869652382486,0.2809580066587906,-157.0,-1149.0,54.855485672527735,20,0, 대청역 1번출구 뒤,서울특별시 강남구 개포로 623,37.49400711,127.07951355,31.0,대청,54.855485672527735,31.0,0.0,대청역,80.28176876512273,24.0,7.0,광평근린공원,1299.7093604428192,519782.0,69.0,-38.0,730.314,0,535.211
2344,11680700,세곡동, 리엔파크 2단지 앞,서울특별시 강남구 헌릉로590길 10,37.46506119,127.10119629,9646,1213,1529,2956,0.3064482687124196,주거지구 후보,46016.29151874145,40696.17679541724,42582.81225133379,0.1257516068836823,0.158511300020734,0.3064482687124196,-463.0,674.0,2350.0345617595735,56,4, 리엔파크 2단지 앞,서울특별시 강남구 헌릉로590길 10,37.46506119,127.10119629,24.0,복정,2350.0345617595735,19.0,5.0,강남신동아파밀리에,49.66562982490222,24.0,0.0,율현공원,1506.052705470991,157535.0,19.0,5.0,159.976,0,16.696
2347,11680531,논현2동, 두산건설 본사,서울특별시 강남구 언주로 726,37.51863861,127.03540039,2205,529,329,554,0.2512471655328798,주거지구 후보,48771.59621426129,62230.2112386115,48357.27645215458,0.2399092970521542,0.1492063492063492,0.2512471655328798,-121.0,-1173.0,523.587492317641,8,0, 두산건설 본사,서울특별시 강남구 언주로 726,37.51863861,127.03540039,42.0,강남구청,523.587492317641,59.0,-17.0,서울세관,147.55865872459242,54.0,-12.0,도산근린공원,672.0342373882509,29816.5,30.0,12.0,3074.917,0,1540.279
2348,11680580,삼성1동, 포스코사거리(기업은행),서울특별시 강남구 테헤란로 501,37.50723267,127.05685425,37680,19146,5957,5752,0.5081210191082802,업무/상업지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.5081210191082802,0.1580944798301486,0.1526539278131634,16019.0,-7627.0,584.3595573163827,48,1, 포스코사거리(기업은행),서울특별시 강남구 테헤란로 501,37.50723267,127.05685425,25.0,삼성(무역센터),584.3595573163827,18.0,7.0,포스코사거리,60.19651360725947,27.0,-2.0,봉은공원,751.2748302256771,328018.0,46.0,-21.0,1807.93,0,1028.402
2349,11680640,역삼1동, 역삼빌딩 앞(하나은행 옆),서울특별시 강남구 테헤란로 지하 156,37.50154495,127.03856659,5274,1056,1231,1257,0.2383390216154721,주거지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.2002275312855517,0.2334091770951839,0.2383390216154721,-3425.0,-1500.0,212.59809288426536,20,3, 역삼빌딩 앞(하나은행 옆),서울특별시 강남구 테헤란로 지하 156,37.50154495,127.03856659,82.0,역삼,212.59809288426536,43.0,39.0,아가방빌딩.하나은행,20.97022019546128,82.0,0.0,도곡근린공원,1373.1166146741946,254648.0,88.0,-6.0,1179.903,0,2160.863
2350,11680650,역삼2동, 래미안그레이튼102동앞,서울특별시 강남구 선릉로69길 19,37.49482346,127.04790497,4215,588,722,1348,0.3198102016607355,주거지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.1395017793594306,0.1712930011862396,0.3198102016607355,-196.0,199.0,465.6215593980464,32,3, 래미안그레이튼102동앞,서울특별시 강남구 선릉로69길 19,37.49482346,127.04790497,35.0,한티,465.6215593980464,23.0,12.0,역삼중학교.강남세브란스병원,22.05843278432969,35.0,0.0,도곡근린공원,561.9096717421423,254648.0,88.0,-53.0,339.418,0,1074.015
2351,11680720,일원본동, 청소년수련관(수영장)앞,서울특별시 강남구 광평로 144,37.48387909,127.0890274,6479,996,978,2478,0.3824664300046303,주거지구 후보,26030.51044035568,24286.366290218877,20233.524569528046,0.153727427072079,0.1509492205587282,0.3824664300046303,-502.0,-55.0,409.7781665443803,24,2, 청소년수련관(수영장)앞,서울특별시 강남구 광평로 144,37.48387909,127.0890274,41.0,일원,409.7781665443803,45.0,-4.0,시립수서청소년수련관,7.247871165453111,41.0,0.0,광평근린공원,540.4635410223724,519782.0,69.0,-28.0,171.775,0,312.139
2352,11680531,논현2동, 서울본부세관(건설회관 앞),서울특별시 강남구 언주로 721,37.51758957,127.03502655,2042,567,540,447,0.2776689520078355,업무/상업지구 후보,48771.59621426129,62230.2112386115,48357.27645215458,0.2776689520078355,0.2644466209598433,0.2189030362389813,-210.0,-1332.0,477.5023720879165,20,0, 서울본부세관(건설회관 앞),서울특별시 강남구 언주로 721,37.51758957,127.03502655,49.0,학동,477.5023720879165,41.0,8.0,서울세관,31.997636695851646,54.0,-5.0,도산근린공원,787.8861539960367,29816.5,30.0,19.0,2970.37,0,1661.26
2353,11680531,논현2동, 강남구청역 2번출구 뒤,서울특별시 강남구 학동로 342,37.51681137,127.04047394,8233,766,1604,2936,0.3566136280821086,주거지구 후보,48771.59621426129,62230.2112386115,48357.27645215458,0.0930402040568444,0.1948257014454026,0.3566136280821086,-2184.0,-310.0,80.10290388777916,36,3, 강남구청역 2번출구 뒤,서울특별시 강남구 학동로 342,37.51681137,127.04047394,61.0,강남구청,80.10290388777916,59.0,2.0,강남구청역,27.188187703632916,61.0,0.0,도산근린공원,997.5720792956308,29816.5,30.0,31.0,2791.308,0,1575.761
2354,11680580,삼성1동, 청담역 2번출구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627,3144,369,482,1182,0.3759541984732824,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.1173664122137404,0.1533078880407124,0.3759541984732824,-325.0,473.0,304.61175833064755,28,2, 청담역 2번출구,서울특별시 강남구 영동대로 647,37.51978683,127.0567627,31.0,청담,304.61175833064755,42.0,-11.0,청담역.경기고교,27.106080687642805,33.0,-2.0,청담근린공원,416.834851096035,59347.0,68.0,-37.0,3156.227,0,535.893
2356,11680590,삼성2동, 강남구청,서울특별시 강남구 학동로 지하 346,37.51807022,127.04711914,6198,766,1629,1752,0.2826718296224588,주거지구 후보,43883.83807841997,47708.349203659374,38582.2189622435,0.1235882542755727,0.2628267182962246,0.2826718296224588,-996.0,-399.0,526.6025037772324,8,3, 강남구청,서울특별시 강남구 학동로 지하 346,37.51807022,127.04711914,34.0,강남구청,526.6025037772324,59.0,-25.0,강남구청.강남세무서,43.05317105228011,31.0,3.0,청담근린공원,593.5845552522293,59347.0,68.0,-34.0,2913.578,0,1203.498
2357,11680650,역삼2동, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),서울특별시 강남구 언주로89길 7,37.50166321,127.04297638,8582,2515,1803,1962,0.2930552318806805,업무/상업지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.2930552318806805,0.2100908879049172,0.2286180377534374,572.0,-271.0,545.5534931457897,32,0, 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),서울특별시 강남구 언주로89길 7,37.50166321,127.04297638,50.0,선릉,545.5534931457897,37.0,13.0,르네상스서울호텔,141.1012632051317,49.0,1.0,도곡근린공원,1275.103983887653,254648.0,88.0,-38.0,1095.766,0,1944.384
2358,11680660,개포1동, 구룡초사거리 (현대아파트10동 앞 ),서울특별시 강남구 개포로 303,37.48138428,127.05391693,11198,1473,1535,3853,0.3440792998749776,주거지구 후보,16192.291096272227,13926.620198700411,13720.607396203832,0.131541346669048,0.1370780496517235,0.3440792998749776,-1608.0,687.0,746.8672725633135,40,2, 구룡초사거리 (현대아파트10동 앞 ),서울특별시 강남구 개포로 303,37.48138428,127.05391693,27.0,구룡,746.8672725633135,40.0,-13.0,하나은행사거리,59.03477637432624,30.0,-3.0,도곡근린공원,1264.8989258306242,254648.0,88.0,-61.0,760.421,0,391.387
2359,11680690,개포4동," 국립국악중,고교 정문 맞은편",서울특별시 강남구 논현로10길 29,37.47560501,127.05037689,13672,2360,1950,4291,0.3138531304856641,주거지구 후보,16659.15076863885,15720.087848119014,14737.072746306429,0.1726155646576945,0.1426272674078408,0.3138531304856641,-878.0,488.0,1224.2015034746055,36,4," 국립국악중,고교 정문 맞은편",서울특별시 강남구 논현로10길 29,37.47560501,127.05037689,26.0,양재시민의숲(매헌),1224.2015034746055,18.0,8.0,국악중고교,24.216466148783393,26.0,0.0,도곡근린공원,1702.0202953353769,254648.0,88.0,-62.0,421.849,0,700.017
2360,11680650,역삼2동, 도곡1동 주민센터 교차로,서울특별시 강남구 도곡로 205,37.4928093,127.04138947,12675,2925,2499,3282,0.2589349112426035,주거지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.2307692307692307,0.1971597633136094,0.2589349112426035,84.0,-321.0,806.3449231239393,32,0, 도곡1동 주민센터 교차로,서울특별시 강남구 도곡로 205,37.4928093,127.04138947,35.0,매봉,806.3449231239393,22.0,13.0,도곡1차아이파크.역삼청소년수련관,34.975386330911526,34.0,1.0,도곡근린공원,424.7904920861264,254648.0,88.0,-53.0,237.447,0,1241.857
2362,11680510,신사동, 신사동 가로수길 입구,서울특별시 강남구 신사동 501-5,37.51763535,127.02245331,11018,1188,2384,3674,0.3334543474314758,주거지구 후보,34711.2626499658,47294.58111371408,44266.38985273598,0.1078235614449083,0.2163732074786712,0.3334543474314758,-11.0,446.0,252.0057639158714,16,3, 신사동 가로수길 입구,서울특별시 강남구 신사동 501-5,37.51763535,127.02245331,25.0,신사,252.0057639158714,28.0,-3.0,신사역8번출구.가로수길,32.77652322398263,26.0,-1.0,도산근린공원,1357.5457750400356,29816.5,30.0,-5.0,2363.945,0,1042.078
2363,11680521,논현1동, 강남 을지병원 교차로,서울특별시 강남구 도산대로 172 ,37.51913834,127.02751923,6182,1298,1215,1380,0.2232287285668068,주거지구 후보,43807.05390064979,51912.863196648424,45663.3832001026,0.2099644128113879,0.1965383371077321,0.2232287285668068,440.0,-445.0,656.5945688116032,20,0, 강남 을지병원 교차로,서울특별시 강남구 도산대로 172 ,37.51913834,127.02751923,34.0,학동,656.5945688116032,41.0,-7.0,강남을지병원,128.1900836937537,33.0,1.0,도산근린공원,904.2974347252948,29816.5,30.0,4.0,2683.91,0,1254.956
2364,11680545,압구정동, 도산공원교차로,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,9559,2507,1905,2051,0.2622659273982634,업무/상업지구 후보,40653.44209463064,53924.654357660744,48026.726367510266,0.2622659273982634,0.1992886285176273,0.2145621926979809,1037.0,-1410.0,715.8232221238064,28,0, 도산공원교차로,서울특별시 강남구 도산대로 229 ,37.52124023,127.0318985,32.0,압구정,715.8232221238064,29.0,3.0,신사동교회,127.37700565191156,38.0,-6.0,도산근린공원,471.3120116875006,29816.5,30.0,2.0,2749.694,0,1358.524
2365,11680545,압구정동, K+ 타워 앞,서울특별시 강남구 도산대로 333 ,37.52330017,127.03847504,13906,2809,2612,3155,0.2268804832446426,주거지구 후보,40653.44209463064,53924.654357660744,48026.726367510266,0.2019991370631382,0.1878325902488134,0.2268804832446426,1203.0,-520.0,488.7472821092144,28,0, K+ 타워 앞,서울특별시 강남구 도산대로 333 ,37.52330017,127.03847504,26.0,압구정로데오,488.7472821092144,25.0,1.0,영동119안전센터,89.11918290603778,26.0,0.0,도산근린공원,340.14857959042206,29816.5,30.0,-4.0,3045.426,0,964.905
2368,11680655,도곡1동, 도곡동 경남아파트 건너편,서울특별시 강남구 도곡동 874-1,37.48934174,127.04129791,4821,652,1168,1471,0.3051234183779299,주거지구 후보,39281.57394435705,39291.80882322161,35228.0752125855,0.1352416511097282,0.2422733872640531,0.3051234183779299,-719.0,-546.0,551.2932724174635,16,3, 도곡동 경남아파트 건너편,서울특별시 강남구 도곡동 874-1,37.48934174,127.04129791,37.0,매봉,551.2932724174635,22.0,15.0,경남아파트,40.717752084056976,40.0,-3.0,도곡근린공원,346.8452327913916,254648.0,88.0,-51.0,69.823,0,943.99
2369,11680630,대치4동, KT선릉타워,서울특별시 강남구 대치동 1011,37.50542831,127.0528717,24800,5209,5205,6549,0.2640725806451613,주거지구 후보,39589.97909316005,50739.38959329685,50623.27934124487,0.2100403225806451,0.2098790322580645,0.2640725806451613,684.0,807.0,364.1540634452012,36,3, KT선릉타워,서울특별시 강남구 대치동 1011,37.50542831,127.0528717,28.0,선릉,364.1540634452012,28.0,0.0,선릉역,145.9766125241191,25.0,3.0,봉은공원,970.315188389435,328018.0,46.0,-18.0,1526.27,0,1398.735
2370,11680600,대치1동, 한티역 3번출구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984,7215,1388,1371,2312,0.3204435204435204,주거지구 후보,27048.917656600548,28649.684428112178,33072.03014121067,0.1923769923769923,0.19002079002079,0.3204435204435204,-25.0,133.0,130.5227810191877,36,3, 한티역 3번출구,서울특별시 강남구 대치동 1026,37.49655151,127.0542984,27.0,한티,130.5227810191877,23.0,4.0,한티역3번출구.서울강남고용노동지청,18.05185024791717,24.0,3.0,도곡근린공원,1072.0727451422404,254648.0,88.0,-61.0,629.091,0,935.92
2371,11680531,논현2동, 한국우편사업진흥원,서울특별시 강남구 언주로 651,37.51474762,127.03513336,2983,565,589,809,0.271203486423064,주거지구 후보,48771.59621426129,62230.2112386115,48357.27645215458,0.1894066376131411,0.197452229299363,0.271203486423064,-451.0,-1167.0,312.07670732911333,28,3, 한국우편사업진흥원,서울특별시 강남구 언주로 651,37.51474762,127.03513336,49.0,학동,312.07670732911333,41.0,8.0,임피리얼팰리스호텔.펜트힐루논현,62.22957966799779,49.0,0.0,도산근린공원,1103.9344585592598,29816.5,30.0,19.0,2664.224,0,1958.603
2372,11680610,대치2동, 대치역 사거리,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797,20002,3398,4370,5784,0.2891710828917108,주거지구 후보,54042.53933621752,64417.24090506156,55294.00449155267,0.1698830116988301,0.2184781521847815,0.2891710828917108,376.0,424.0,18.55501612903316,32,3, 대치역 사거리,서울특별시 강남구 삼성로 156 ,37.49449921,127.063797,18.0,대치,18.55501612903316,18.0,0.0,은마아파트,147.2507250247817,16.0,2.0,도곡근린공원,1719.6085566954882,254648.0,88.0,-70.0,1201.179,0,494.691
2373,11680670,개포2동, 개포동역 사거리,서울특별시 강남구 개포동 181-3,37.48927689,127.06557465,11368,1440,2738,3462,0.3045390570021112,주거지구 후보,33161.69160892613,29830.0458876197,29875.256968433652,0.1266713581984518,0.2408515130190007,0.3045390570021112,-545.0,94.0,52.99182799044995,28,3, 개포동역 사거리,서울특별시 강남구 개포동 181-3,37.48927689,127.06557465,14.0,개포동,52.99182799044995,21.0,-7.0,개포동역1번출구,37.180640987236245,24.0,-10.0,대모산도시자연공원,1729.1531761515207,2277252.0,90.0,-76.0,855.285,0,72.962
2375,11680750,수서동, 수서역 1번출구 앞,서울특별시 강남구 수서동 728,37.48735046,127.10099792,28822,9199,4502,6816,0.3191659149260981,업무/상업지구 후보,25623.445430950753,26558.29152739398,23695.385420314637,0.3191659149260981,0.1562001249045867,0.236486017625425,3740.0,-1246.0,39.78317144234957,52,0, 수서역 1번출구 앞,서울특별시 강남구 수서동 728,37.48735046,127.10099792,21.0,수서,39.78317144234957,21.0,0.0,수서역,15.170116298949882,21.0,0.0,광평근린공원,781.4843869239913,519782.0,69.0,-48.0,261.056,0,488.933
2376,11680750,수서동, 수서역 6번출구 앞,서울특별시 강남구 수서동 740,37.48677826,127.10051727,11936,3929,2044,2685,0.3291722520107238,업무/상업지구 후보,25623.445430950753,26558.29152739398,23695.385420314637,0.3291722520107238,0.1712466487935657,0.2249497319034852,2548.0,-1985.0,106.56735714777216,52,0, 수서역 6번출구 앞,서울특별시 강남구 수서동 740,37.48677826,127.10051727,20.0,수서,106.56735714777216,29.0,-9.0,수서역KT수서지점,49.52625345300825,20.0,0.0,광평근린공원,748.6188076506872,519782.0,69.0,-49.0,264.407,0,563.594
2377,11680750,수서동, 수서역 5번출구,서울특별시 강남구 수서동 724-4,37.48735046,127.10232544,40303,14768,6349,8893,0.3664243356573952,업무/상업지구 후보,25623.445430950753,26558.29152739398,23695.385420314637,0.3664243356573952,0.1575316973922536,0.2206535493635709,10143.0,-3075.0,37.046495328444145,64,1, 수서역 5번출구,서울특별시 강남구 수서동 724-4,37.48735046,127.10232544,21.0,수서,37.046495328444145,21.0,0.0,수서역현대벤쳐빌,40.95520993474417,25.0,-4.0,광평근린공원,898.1152949347037,519782.0,69.0,-48.0,364.604,0,409.349
2380,11680590,삼성2동, 삼성동베이직하우스앞,서울특별시 강남구 봉은사로 456,37.51169586,127.04934692,7761,1593,1182,1693,0.2181419920113387,주거지구 후보,43883.83807841997,47708.349203659374,38582.2189622435,0.2052570545032856,0.1522999613451874,0.2181419920113387,-110.0,-234.0,376.6322208032294,20,0, 삼성동베이직하우스앞,서울특별시 강남구 봉은사로 456,37.51169586,127.04934692,41.0,삼성중앙,376.6322208032294,36.0,5.0,강남교육청,170.08779170702934,44.0,-3.0,봉은공원,595.2931881748775,328018.0,46.0,-5.0,2197.069,0,1633.812
2381,11680640,역삼1동, 언주역 6번출구앞,서울특별시 강남구 논현로 566,37.50636673,127.03452301,8611,1256,1441,2491,0.2892811520148647,주거지구 후보,112062.8253233242,150148.66741761286,117683.77599746925,0.1458599465799558,0.167344094762513,0.2892811520148647,-480.0,336.0,117.51405591928238,36,3, 언주역 6번출구앞,서울특별시 강남구 논현로 566,37.50636673,127.03452301,45.0,언주,117.51405591928238,43.0,2.0,차병원,2.526090205458865,45.0,0.0,도곡근린공원,2011.583716939158,254648.0,88.0,-43.0,1815.772,0,2675.057
2382,11680650,역삼2동, 역삼동 sk뷰 501동앞,서울특별시 강남구 역삼로 315-1,37.50122833,127.05036163,9252,1251,1622,3125,0.3377648076091656,주거지구 후보,58832.34507924077,63507.11466898085,51546.29168211355,0.1352140077821011,0.1753134457414613,0.3377648076091656,11.0,97.0,389.68988849129255,32,3, 역삼동 sk뷰 501동앞,서울특별시 강남구 역삼로 315-1,37.50122833,127.05036163,31.0,선릉,389.68988849129255,37.0,-6.0,강남더드림병원.도성초등학교,45.37324454338313,31.0,0.0,도곡근린공원,1301.5948136693837,254648.0,88.0,-57.0,1036.401,0,1554.264
2383,11680700,세곡동, 보금자리정원,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.09488678,5799,1287,886,1376,0.2372822900500086,주거지구 후보,46016.29151874145,40696.17679541724,42582.81225133379,0.2219348163476461,0.1527849629246422,0.2372822900500086,-123.0,259.0,2140.420978538258,36,4, 보금자리정원,서울특별시 강남구 헌릉로569길 39-6,37.46632767,127.09488678,35.0,일원,2140.420978538258,45.0,-10.0,세곡푸르지오,65.0188738330322,36.0,-1.0,대모산도시자연공원,1924.5150633132707,2277252.0,90.0,-55.0,237.209,0,95.256
2384,11680700,세곡동, 자곡사거리,서울특별시 강남구 밤고개로 206,37.47602844,127.10594177,29643,2751,3775,12523,0.4224606146476402,주거지구 후보,46016.29151874145,40696.17679541724,42582.81225133379,0.0928043720271227,0.1273487838612826,0.4224606146476402,-6238.0,5340.0,1211.79104569624,32,2, 자곡사거리,서울특별시 강남구 밤고개로 206,37.47602844,127.10594177,20.0,수서,1211.79104569624,29.0,-9.0,래미안포레아파트,103.2411812531446,21.0,-1.0,율현공원,945.7682363044028,157535.0,19.0,1.0,556.508,0,104.51
2385,11680521,논현1동, 학동역,서울특별시 강남구 학동로 지하 180,37.51395035,127.03015137,9752,1143,1857,3081,0.315935192780968,주거지구 후보,43807.05390064979,51912.863196648424,45663.3832001026,0.1172067268252666,0.190422477440525,0.315935192780968,-1115.0,469.0,136.27778444397282,20,3, 학동역,서울특별시 강남구 학동로 지하 180,37.51395035,127.03015137,39.0,학동,136.27778444397282,41.0,-2.0,학동역5번출구,41.94312370082896,39.0,0.0,도산근린공원,1267.7821066602366,29816.5,30.0,9.0,2534.979,0,1806.617
2386,11680531,논현2동, 크린랩 본사,논현동 279-166,37.50958633,127.04090881,3468,546,629,985,0.2840253748558247,주거지구 후보,48771.59621426129,62230.2112386115,48357.27645215458,0.157439446366782,0.1813725490196078,0.2840253748558247,-578.0,-603.0,275.5574768692353,32,3, 크린랩 본사,논현동 279-166,37.50958633,127.04090881,49.0,선정릉,275.5574768692353,52.0,-3.0,아크로힐스논현,57.97530102885185,52.0,-3.0,봉은공원,1373.2438127262503,328018.0,46.0,3.0,1991.48,0,2268.979
2387,11680700,세곡동, 래미안강남힐즈 사거리,서울특별시 강남구 자곡로 101,37.47245407,127.09607697,17134,2493,2913,6090,0.3554336407143691,주거지구 후보,46016.29151874145,40696.17679541724,42582.81225133379,0.1455001750904634,0.1700128399673164,0.3554336407143691,-918.0,1594.0,1619.261288941875,12,4, 래미안강남힐즈 사거리,서울특별시 강남구 자곡로 101,37.47245407,127.09607697,34.0,일원,1619.261288941875,45.0,-11.0,래미안강남힐즈,75.33936918874959,39.0,-5.0,대모산도시자연공원,1555.2111881009623,2277252.0,90.0,-56.0,140.858,0,721.6
2388,11680580,삼성1동, 강남구 도시관리공단,강남구 삼성동 111-61,37.51678467,127.05161285,4238,832,741,1322,0.3119395941481831,주거지구 후보,44052.2044621751,68106.46228580711,46531.80653272913,0.1963190184049079,0.1748466257668711,0.3119395941481831,-2743.0,-1279.0,325.2626696590125,24,3, 강남구 도시관리공단,강남구 삼성동 111-61,37.51678467,127.05161285,43.0,청담,325.2626696590125,42.0,1.0,센트럴아이파크.강남구도시관리공단,118.13411864179356,47.0,-4.0,봉은공원,469.04874440037634,328018.0,46.0,-3.0,2766.464,0,1060.118
2389,11680670,개포2동, 경기여자고등학교 후문 (삼성로3길 입구),강남구 개포동 198,37.48616028,127.06723785,16000,2216,2496,5061,0.3163125,주거지구 후보,33161.69160892613,29830.0458876197,29875.256968433652,0.1385,0.156,0.3163125,-2582.0,1574.0,342.63816251642027,40,2, 경기여자고등학교 후문 (삼성로3길 입구),강남구 개포동 198,37.48616028,127.06723785,26.0,개포동,342.63816251642027,21.0,5.0,경기여고,41.11456928864571,26.0,0.0,대모산도시자연공원,1411.062820149564,2277252.0,90.0,-64.0,498.456,0,443.906
2390,11680670,개포2동, 구룡마을 입구 (래미안블레스티지 아파트),강남구 개포동 146-1,37.48088074,127.06304169,10130,1321,1127,3775,0.3726554787759131,주거지구 후보,33161.69160892613,29830.0458876197,29875.256968433652,0.1304047384007897,0.1112537018756169,0.3726554787759131,-1332.0,1542.0,758.5163722276855,28,2, 구룡마을 입구 (래미안블레스티지 아파트),강남구 개포동 146-1,37.48088074,127.06304169,35.0,구룡,758.5163722276855,40.0,-5.0,래미안블레스티지아파트,29.78676964340576,30.0,5.0,대모산도시자연공원,1587.379754179279,2277252.0,90.0,-55.0,322.092,0,287.058
2391,11680660,개포1동, 구룡터널 입구(개포1단지아파트),강남구 개포동 146-1,37.47598648,127.05962372,120,21,24,31,0.2583333333333333,주거지구 후보,16192.291096272227,13926.620198700411,13720.607396203832,0.175,0.2,0.2583333333333333,-53.0,-53.0,1208.6450961493945,20,4, 구룡터널 입구(개포1단지아파트),강남구 개포동 146-1,37.47598648,127.05962372,44.0,구룡,1208.6450961493945,40.0,4.0,개포파크빌리지,144.39298442263942,38.0,6.0,대모산도시자연공원,1926.6547228217355,2277252.0,90.0,-46.0,0.0,1,397.158
2392,11680690,개포4동, 구룡산 입구 (구룡산 서울둘레길 입구),강남구 개포동 1277,37.47447205,127.05545044,789,169,112,217,0.2750316856780735,주거지구 후보,16659.15076863885,15720.087848119014,14737.072746306429,0.2141951837769328,0.1419518377693282,0.2750316856780735,-397.0,-402.0,1407.5934896954195,20,4, 구룡산 입구 (구룡산 서울둘레길 입구),강남구 개포동 1277,37.47447205,127.05545044,60.0,구룡,1407.5934896954195,40.0,20.0,도곡교회.인바디빌딩,4.338592904121621,60.0,0.0,도곡근린공원,1986.7933858548129,254648.0,88.0,-28.0,48.039,0,797.844
